Update september 2019;Beslag San;itelnr.;Beslag Status Code;Huisvestingtype code;Beslag Diersoort Code;Beslag SubDiersoort Code;Beslag Diersubtype code lijst;Beslag Aantal;Beslag Productie Code;Beslag Productie;Beslag Productie Code Lijst;Beslag Huisvestingstype Code;Locatie beslag LCE Code;Beslag Inrichtingslocatie Geografisch X-coördinaat;Beslag Inrichtingslocatie Geografisch Y-coördinaat;Capaciteit beslag Capaciteit (aantal)
#N/A;BE10081082;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;186478;195028;
#N/A;BE10081082;-301;STP;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10081775;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;187725;193976;
#N/A;BE10081902;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;;ANT;187042;191726;12000
#N/A;BE10082951;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;186975;195236;
#N/A;BE10083735;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;175719;231903;
#N/A;BE10084103;-301;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;179587;192461;162000
#N/A;BE10084103;-302;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;179587;192461;120000
#N/A;BE10084103;-303;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;179587;192461;198000
#N/A;BE10084812;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;192326;218261;
#N/A;BE10084901;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;193164;215892;
#N/A;BE10086254;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;ANT;192378;218490;
#N/A;BE10086580;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;188667;210987;80640
#N/A;BE10088915;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;174393;236499;92000
#N/A;BE10089113;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;174969;239088;
#N/A;BE10089946;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;176014;241150;123000
#N/A;BE10089970;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;171968;235032;71700
#N/A;BE10089997;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177722;243524;110000
#N/A;BE10089997;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177843.5149;243592.7837;22000
#N/A;BE10089997;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177722;243524;187500
#N/A;BE10089997;-302;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177843.5149;243592.7837;37500
#N/A;BE10089997;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177722;243524;177500
#N/A;BE10089997;-303;ACT;PYPRO;PLTR;CHCK;CHCK;1;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177843.5149;243592.7837;35500
#N/A;BE10090502;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;176084;235834;72000
#N/A;BE10090502;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;176084;235834;80000
#N/A;BE10090502;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;176084;235834;80000
#N/A;BE10090510;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;176544;236476;60000
#N/A;BE10090537;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;ANT;171017;236837;35271
#N/A;BE10090537;-301;ACT;PYPRO;PLTR;CHCK;CHCK;1;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;ANT;159249.554;207082.0348;11757
#N/A;BE10090642;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;172225;235393;
#N/A;BE10090723;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;172357;235582;33000
#N/A;BE10090723;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;172357;235582;33000
#N/A;BE10090723;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;172357;235582;33000
#N/A;BE10090723;-304;ACT;PYPRO;PLTR;CHCK;CHCK;5;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;172357;235582;101000
#N/A;BE10091517;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;199369;201493;
#N/A;BE10091614;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;198234;202901;
#N/A;BE10091940;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;197306;201741;60000
#N/A;BE10093773;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182048;240879;112000
#N/A;BE10093773;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182048;240879;112000
#N/A;BE10093773;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;182048;240879;112000
#N/A;BE10094291;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;179210;239318;
#N/A;BE10094321;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;183890;229856;3800
#N/A;BE10094397;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;182670;229394;
#N/A;BE10095210;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;188240;227663;76000
#N/A;BE10095539;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;187633;227245;
#N/A;BE10095806;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;187779;227229;
#N/A;BE10095806;-401;STP;BIPRO;BIRD;OSTR;OSTR;4;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;187779;227229;3120
#N/A;BE10095938;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;184147;225675;
#N/A;BE10096160;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;184272;225949;125460
#N/A;BE10096160;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;184272;225949;55080
#N/A;BE10096322;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;185181;227542;
#N/A;BE10096403;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;182282;229734;59998
#N/A;BE10096845;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;OUT;ANT;173995;234309;
#N/A;BE10097371;-301;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178468;236759;190800
#N/A;BE10097371;-302;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178468;236759;158400
#N/A;BE10097371;-303;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178468;236759;183600
#N/A;BE10097371;-304;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178468;236759;201600
#N/A;BE10097371;-305;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178468;236759;234000
#N/A;BE10097371;-306;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178468;236759;234000
#N/A;BE10097566;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;180824;235685;13800
#N/A;BE10097566;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;180824;235685;15600
#N/A;BE10097582;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;ANT;176403;234344;
#N/A;BE10098309;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;201310;205740;
#N/A;BE10098368;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;201554;206508;65250
#N/A;BE10098368;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;201554;206508;65250
#N/A;BE10101423;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;182674;201705;46000
#N/A;BE10101431;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;182383;204963;
#N/A;BE10101466;-301;STP;PYPRO;PLTR;TRK;TRK;3;MEATP;PV Vleesproductie;MEATP;;ANT;180982;203182;
#N/A;BE10102187;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;203184;202292;
#N/A;BE10102640;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;203515;202482;112000
#N/A;BE10102640;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;203515;202482;112000
#N/A;BE10102640;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;203515;202482;112000
#N/A;BE10104341;-401;STP;BIPRO;BIRD;OSTR;OSTR;4;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;195989;221429;68
#N/A;BE10104661;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195089;226629;147500
#N/A;BE10104661;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195089;226629;95000
#N/A;BE10104661;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195089;226629;95000
#N/A;BE10104724;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;192948;225108;87000
#N/A;BE10105356;-401;STP;BIPRO;BIRD;OSTR;OSTR;3;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;196183;220929;180
#N/A;BE10105445;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10105488;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;193400;220058;87000
#N/A;BE10105488;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;193400;220058;177000
#N/A;BE10105631;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;181755;213232;
#N/A;BE10105704;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;182969;212350;
#N/A;BE10105781;-301;ACT;PYPRO;PLTR;CHCK;CHCK;7;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;185042;211598;308000
#N/A;BE10105781;-302;ACT;PYPRO;PLTR;CHCK;CHCK;7;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;CAGE;ANT;185042;211598;308000
#N/A;BE10105781;-303;ACT;PYPRO;PLTR;CHCK;CHCK;7;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;185042;211598;204680
#N/A;BE10105781;-304;ACT;PYPRO;PLTR;CHCK;CHCK;7;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;185042;211598;204680
#N/A;BE10105781;-305;ACT;PYPRO;PLTR;CHCK;CHCK;7;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;185042;211598;204680
#N/A;BE10105781;-306;ACT;PYPRO;PLTR;CHCK;CHCK;7;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;185042;211598;204680
#N/A;BE10106050;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;183982;213470;36000
#N/A;BE10106069;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;181191;212364;
#N/A;BE10106395;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196454;240121;68000
#N/A;BE10106395;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196454;240121;52000
#N/A;BE10106395;-303;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196454;240121;160000
#N/A;BE10106451;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;198654;236424;64000
#N/A;BE10106484;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197352;238404;167000
#N/A;BE10106654;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196082;235847;210000
#N/A;BE10106654;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196082;235847;210000
#N/A;BE10107227;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;195276;240602;
#N/A;BE10107367;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;196165;236250;102000
#N/A;BE10107383;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;195972;238921;
#N/A;BE10107405;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196306;238191;29000
#N/A;BE10107448;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198404;236466;67200
#N/A;BE10107502;-301;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198545;239438;59400
#N/A;BE10107502;-302;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198545;239438;90000
#N/A;BE10107502;-303;ACT;PYPRO;PLTR;CHCK;CHCK;6;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198545;239438;90000
#N/A;BE10108533;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;195820;231441;49996
#N/A;BE10108533;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;195820;231441;49996
#N/A;BE10108576;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195717;231557;45000
#N/A;BE10108665;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;197248;228516;
#N/A;BE10108673;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERM;VV Broedeieren - vermeerdering - vlees;HERM;NSUHS;ANT;193217;230461;29997
#N/A;BE10108843;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;193871;229451;
#N/A;BE10109009;-301;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197104;228229;175000
#N/A;BE10109009;-302;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197104;228229;175000
#N/A;BE10109009;-303;ACT;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197104;228229;225000
#N/A;BE10109025;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;193325;230036;
#N/A;BE10109122;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;194417;230102;
#N/A;BE10109262;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196120;230097;57000
#N/A;BE10109262;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;196120;230097;57000
#N/A;BE10109289;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;OUT;ANT;196784;231598;162000
#N/A;BE10109386;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;194217;230486;44000
#N/A;BE10109408;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;197183;228328;
#N/A;BE10109416;-301;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197350;228835;156000
#N/A;BE10109416;-302;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197350;228835;248000
#N/A;BE10109416;-303;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197350;228835;220000
#N/A;BE10109416;-304;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197350;228835;220000
#N/A;BE10109416;-305;ACT;PYPRO;PLTR;CHCK;CHCK;8;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;197350;228835;404000
#N/A;BE10109564;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;ANT;197045;217098;
#N/A;BE10110015;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;BIO;ANT;197854.8596;216788.052;19000
#N/A;BE10110351;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;198098;219995;99000
#N/A;BE10111811;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;196931;217123;
#N/A;BE10112018;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;197109;220140;
#N/A;BE10112141;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;181695;229017;
#N/A;BE10112212;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;BRM;VOV Opfok - vermeerdering - vlees;BRM;FREE;ANT;179035;230897;13000
#N/A;BE10112565;-301;STP;PYPRO;PLTR;CHCK;CHCK;5;MEATP;PV Vleesproductie;MEATP;;ANT;177383;223390;
#N/A;BE10113308;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;179372;228378;
#N/A;BE10113316;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;175439;230476;22000
#N/A;BE10113448;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177081;224809;78000
#N/A;BE10113448;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;177081;224809;78000
#N/A;BE10113820;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;180351;229621;90000
#N/A;BE10113820;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;180351;229621;90000
#N/A;BE10113928;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;176369;230062;
#N/A;BE10114126;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;178047;228319;84000
#N/A;BE10114525;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;177095;225732;
#N/A;BE10114541;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;;;
#N/A;BE10114576;-301;STP;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;177426;224364;
#N/A;BE10115688;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;187562;200685;
#N/A;BE10117346;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;189592;219743;30000
#N/A;BE10117346;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;189592;219743;30000
#N/A;BE10117524;-401;STP;BIPRO;BIRD;OSTR;OSTR;2;MEATP;PV Vleesproductie;MEATP;OUTDO;ANT;187795;225723;2800
#N/A;BE10117664;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;BL;PO Opfok - leg;BL;NSUHS;ANT;189089;218827;240000
#N/A;BE10117664;-302;ACT;PYPRO;PLTR;CHCK;CHCK;4;BL;PO Opfok - leg;BL;NSUHS;ANT;189089;218827;76000
#N/A;BE10117729;-301;STP;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;;ANT;191275;225904;
#N/A;BE10117796;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;HERL;VL Broedeieren - vermeerdering - leg;HERL;FREE;ANT;188494;226244;114000
#N/A;BE10118288;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;193618;194259;
#N/A;BE10119217;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;CELAY;PE Consumptie-eieren - legbedrijf;CELAY;FREE;ANT;179502;220094;284000
#N/A;BE10119756;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;179591;220333;
#N/A;BE10119810;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;178959;219428;39000
#N/A;BE10119810;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;178959;219428;42000
#N/A;BE10120223;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;178742;212625;56000
#N/A;BE10120320;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;176861;211809;
#N/A;BE10121157;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;177119;212100;
#N/A;BE10121882;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198160;198803;15000
#N/A;BE10121882;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;198160;198803;58500
#N/A;BE10122927;-301;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;186755;220828;72864
#N/A;BE10122927;-302;ACT;PYPRO;PLTR;CHCK;CHCK;3;BRM;VOV Opfok - vermeerdering - vlees;BRM;NSUHS;ANT;186755;220828;85536
#N/A;BE10123486;-301;ACT;PYPRO;PLTR;CHCK;CHCK;4;MEATP;PV Vleesproductie;MEATP;;ANT;179727;216341;158000
#N/A;BE10123567;-301;ACT;PYPRO;PLTR;CHCK;CHCK;2;BL;PO Opfok - leg;BL;BIO;ANT;179166;217754;20000
#N/A;BE10123796;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;;ANT;195087;234243;
#N/A;BE10123893;-301;STP;PYPRO;PLTR;CHCK;CHCK;2;MEATP;PV Vleesproductie;MEATP;BIO;ANT;193940;233150;80000
#N/A;BE10124237;-301;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195627;233016;121800
#N/A;BE10124237;-302;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195627;233016;121800
#N/A;BE10124237;-303;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195627;233016;127400
#N/A;BE10124237;-304;ACT;PYPRO;PLTR;CHCK;CHCK;7;MEATP;PV Vleesproductie;MEATP;NSUHS;ANT;195627;233016;223650
